steps,ingredients,name,id
"Mix together flour, salt and pepper in a small bowl. Mix together parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese,","boneless skinless chicken breast halves, flour, salt and pepper, butter, fresh basil, red wine vinegar, parmesan cheese, sugar, cream",chicken with basil and parmesan,21961
"Place basil, parmesan cheese, salt, and pepper in a large bowl and stir. Cover and simmer 10-15 minutes stirring occasionally.","cheese-filled egg tortellini, olive oil, balsamic vinegar, fresh basil, parmesan cheese, pepper, green onion, carrot",fresh basil tortellini salad,30051
"Place noodles in colander, cover and chill up to 24 hours. Toss before serving.","slivered almonds, sunflower seeds, chicken-flavored ramen noodles, coleslaw mix, red pepper, vidalia onions, rice wine vinegar, canola oil, sugar",nutty coleslaw,97296
Mix all ingredients in a jar with a lid. Cover and shake to mix thoroughly. Let stand at least 2 hours to blend seasonings. Shake well before using. Wonderful on italian lettuce salad.,"mayonnaise, onion, celery, ketchup, chili sauce, dill relish, sweet relish, milk, half-and-half cream",old spaghetti factory s thousand island dressing,451274
"Mix cream cheese and cheese whiz together and blend well. Then add worchestershire sauce, garlic powder, and grated cheese. Blend in well. Form ball and then roll into chopped nuts. Then chill your ball till you want it served.","cream cheese, sour cream, raisins, salted peanuts, bacon, green onion, curry powder, flaked coconut, fresh parsley, chutney",chutney cheese balls,469379
Fry beef about 10 minutes and drain off grease. Boil about 10 minutes longer.,"ground beef, onion, cumin, ground red pepper, oregano, potato, vegetable oil, eggs, salt and pepper",marty s campfire casserole,29905
"Preheat oven to 375 degrees. Place gorgonzola tart in a 9-inch tart pan and leave the sides long and free-form. Combine sugar, corn syrup, eggs, butter, pecans, vanilla, apples, lemon juicepreparation:Preheat oven to 375 degrees. Combine sugar, corn syrup, eggs, butter, pecans, vanilla, apples, lemon juicepreparation:Preheat oven to","pie shell, cream cheese, gorgonzola, fresh thyme, salt, fresh ground black pepper, butter, pears, prosciutto",pear gorgonzola tart,230493
"Fill a tall glass with ice. Pour milk and chocolate syrup over the ice. Add cold coffee and stir well until chocolate syrup is dissolved. Can be fancied up with a dollop of whipped cream, a shot of kahlua, and a few curls of shaved chocolate if you like. Diabetics and dieters can substitute sugar-free chocolate syrup.","ice cubes, coffee, whole milk, sugar, caramel syrup, chocolate syrup, salt, vanilla extract",caramel iced coffee,338767
"Heat a medium saucepan, sprayed with cooking spray. Cook the cream of mushroom soup until tender. Add the mushrooms, cover and cook for 5 minutes or until tender","mushrooms, water, butter, onion, all-purpose flour, seasoning salt, evaporated milk",10 minute cream of mushroom soup,83417
Combine all ingredients except vanilla in a saucepan. Bring to a boil and boil for only 1 minute. Remove from heat and boil for only 1 minute. Remove from heat and,"all-purpose flour, cocoa powder, salt, milk, shortening, margarine, granulated sugar, vanilla",ora s favorite frosting,51616
Heat oil in skillet over medium high heat. Saute salmon for 3 minutes and then flip salmon and saute for 5 minutes of other side or until fish is done.,"ground cumin, salt, fresh ground pepper, salmon fillets, olive oil, avocado, salsa",cumin crusted salmon with guacamole,205793
"Place pork shoulder, onion, bamboo shoots, teriyaki baste and glaze, gingerroot, broccoli carrots and water chestnut mix. Cover. Cook on high 1 hour and then low 6 hours. Slice and serve.","boneless pork shoulder, onion, bamboo shoots, teriyaki baste and glaze, gingerroot, broccoli carrots and water chestnut mix, instant rice, water",easy crock pot chop suey,150821
"In a large bowl, combine the strawberries, apple, pear, red grapes, peaches, walnuts, plain yogurt, unsweetened applesauce, salt, cardamom. Mix gently. Serve atop a bed of lettuce, if desired.","apple, pear, red grapes, peaches, walnuts, plain yogurt, unsweetened applesauce, salt, cardamom",breakfast fruit salad,23283
"Preheat oven to 350 degrees. Combine corn, sugar, salt, butter, eggs, milk, cornstarch, cold water, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, cornmeal, baking powder, salt, black pepper, egg, all-purpose flour, corn","whole kernel corn, flour, granulated sugar, eggs, milk, salt and pepper",corn custard pudding,260528
"Cook bacon, onions, garlic, black olives, diced tomatoes, tomato sauce, chili pepper flakes, anchovy paste, salt and pepper. Simmer on stove for two hours or till the sauce reduces. Serve with pasta, ravioli, etc --.","bacon, onions, garlic, black olives, diced tomatoes, tomato sauce, chili pepper flakes, anchovy paste, salt and pepper",leona s spaghetti sauce,19731
Place vanilla creamsicle in ice cream maker and mix until smooth. Pour into ice cream maker and mix until smooth. Pour into ice cream maker and mix until,"vanilla vodka, orange liqueur, triple sec, orange juice, fresh cream",vanilla creamsicle,216317
Mix first 2 ingredients in medium bowl. Add boiling water. Stir 2 minutes. Pour into a 13x9 inch pan sprayed with cooking spray. Mix first 2 ingredients in medium bowl. Pour into a 13x9 inch,"orange jell-o, unflavored gelatin, orange juice, champagne",mimosa jello shots,104271
Bake at 350 degrees f. for 10 minutes or until lightly browned. Cool on a rack.,"cornstarch, water, milk, vanilla, sugar, cinnamon, shredded coconut",sahlab,442890
Preheat oven to 375 degrees. Mash bananas. Add the other ingredients and mix until all ingredients are combined. Spray muffin tins. Bake for 18-20 minutes.,"peanut butter, butter, brown sugar, eggs, bananas, vanilla, baking powder, baking soda, salt, all-purpose flour",peanut butter banana cupcakes,496820
"Preheat oven to 350f. Mix together the flour, butter, sugar, lemon, zest of, ground ginger, nutmeg, bicarbonate of soda, milk, baking soda, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder","flour, butter, sugar, lemon, zest of, ground ginger, nutmeg, bicarbonate of soda, milk",white gingerbread,121288
"Mix together the flour, salt, oregano, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary, rosemary","chicken, flour, butter, mushrooms, holland house marsala cooking wine, water, fresh parsley, rosemary",chicken marsala holland house,409365
Put violets in a large bowl and mix until smooth. Pour into custard cups. Bake 15 minutes at 425f. Lower temperature to 350f and bake for another 40 to 45 minutes or until knife inserted comes out clean.,"violets, eggs, egg yolks, sugar, milk, vanilla",violet custard,238422
Preheat oven to 350 degrees. Mix first 4 ingredients. Pour into pie plate or similar small baking dish. Bake for 30 minutes. Sprinkle the bacon on top. Bake for additional 5 minutes. Serve with crackers or crusty bread.,"cream cheese, mayonnaise, swiss cheese, green onions, bacon, ritz cracker",hot bacon and swiss dip,119313
